Ibaloi_word,Pronunciation,POS,English_word,Ibaloi_synonyms,Ibaloi_sentence,English_sentence,Notes,isNew
caracdan,kah-rahk-DAN,n,"crowd, majority",,,,,FALSE
caradcad,kah-rad-CAD,n,"health, well-being",diteng,,,,FALSE
caragguian,kah-rahg-GOO-yan,n,"tradition, practice",ugadi,"Kaugadi-an | Insas, inun-an ,in an","Practice, tradition | See",,FALSE
carecka,kah-REK-kah,v,to wonder,,,,,FALSE
carigshan,kah-rig-SHAN,n,"right, privilege",canawan,,,,FALSE
cas-ano,kas-AH-no,inter,how,ngantoy,,,,FALSE
casiljas,kah-SEEL-yahs,n,toilet,,,,,FALSE
casingsing,kah-sing-SING,n,cousin,,,,,FALSE
casna,KAS-nah,n,blood from an animal offered in a rite that is smeared on the cheeks or on the foreheads of family members who performed a religious ceremony,,,,,FALSE
catamtaman,kat-am-TAH-man,av,"just about right, on the average",,,,,FALSE
catdi,KAT-dee,n,scissors,,,,,FALSE
catdi-an,kat-DEE-ahn,v,cut,,,,,FALSE
cateri,kah-TEH-ree,n,bed,,,,,FALSE
cavadian,kah-vah-DAH-yan,n,cow,baha,,,,FALSE
cavadinan,kah-vah-DEE-nan,n,"ability, capacity",,,,,FALSE
cavadjo,kah-VAH-joh,n,horse,,Waray insas kun cavadjo shi kilid ni kalsara,I saw a horse beside the street,,FALSE
cavat,KAH-vaht,n,scar,,,,,FALSE
cavil,KAH-vil,n/v,"fight, redder force",bahal,,,,FALSE
cavite,kah-VEE-teh,n,"stone wall, atoll",,,,,FALSE
cavotbotka,kah-VOHT-bot-kah,v,"curse or swear: damn you, may you rot in hell",,,,,FALSE
cawas,KAH-wahs,n,waste,"damsis, ngasa",,,,FALSE
cawil,KAH-weel,n,bowl made out of dried coconut shell,,,,,FALSE
cayabang,kah-yah-BANG,n,basket carried on the back with a strap to the head,,,,,FALSE
co-ong,KOH-ong,v,"stoop, bend",,,,,FALSE
codtal,KOD-tal,n,"kick, act of kicking",,Mapkes e codtal to.,His kick is strong.,,FALSE
coho,KOH-ho,n,"nail/s, hoof",,,,,FALSE
coh’bil,koh-BEEL,v,"slip, slip and slide",camison,,,,FALSE
coh’nang,koh-NAHNG,v,"open one’s eyes widely in awe, surprise, or greed",,,,,FALSE
coh’nay,koh-NAI,v,scratch,cudcud,,,,FALSE
colit,KOH-lit,n,shallow canal usually for irrigation purposes,,,,,FALSE
colpot,KOL-pot,n,cloud,,,,,FALSE
comao,KOH-mah-oh,n,"goblin, ghost",amed,,,,FALSE
comid,KOH-mid,adj,flat nosed,,"E-comid sikato, nem matekal.","He/She is flat nosedd, but smart.",,FALSE
comit,KOH-mit,v,"dent, to flatten",,Comit e data.,The can was flattened.,,FALSE
compay,KOM-pay,n,scythe,,,,,FALSE
compormi,kom-POR-mee,pro,"whatever, whichever, any, either",,,,,FALSE
cono,KOH-no,av,according to,,,,,FALSE
copsit,KOP-sit,v,peel off,,,,,FALSE
corap,KOH-rap,v,crawl,,,,,FALSE
cosil,KOH-seel,n,"husk, rice with husk still on",,,,,FALSE
cosina,KOH-see-nah,n,kitchen,,,,,FALSE
cotay,KOH-tay,adj,"bad, evil","mahedsel, maladamsis, nga-ow",,,,FALSE
cotdeng,KOH-tdeng,v,"to snap or break a piece of stick, or limb, or twig",,,,,FALSE
cotsara,KOH-tsah-rah,n,spoon,,,,,FALSE
coval,KOH-val,n,G-string,,,,,FALSE
covot,KOH-vot,n,wrinkle,,,,,FALSE
cowan,KOH-wan,v,say,,,,,FALSE
cowanen,koh-WAH-nen,v,"advise, tell someone off, give a piece of one’s mind","bilin, jamjam",,,,FALSE
coyat,KOH-yat,n,"infant, baby",ngah’ngah’,,,,FALSE
cubcub,koob-KOOB,n,pigpen,,,,,FALSE
cubsil,koob-SEEL,v,"let go, lose a grasp on",ibjag,"e cubsil mo, say makal sakit ni deknam",Let it go so that the pain will go,,FALSE
cudcud,kud-KUD,v,"scratch, scrape",coh’nay,,,,FALSE
cuebes,KWEH-bes,n,Thursday,,,,,FALSE
dabsan,DAB-san,v,pass,,,,,FALSE
dadsak,,,,,,,,TRUE
dafid,DAH-fid,n,braid,,,,,FALSE
dafis,DAH-fis,n,pencil,,,,,FALSE
dafu,DAH-foo,conj,whence,ngarud,,,,FALSE
dag,,,,,,,,TRUE
dagbo,DAG-boh,v,earn a living,,,,,FALSE
daggha,DAG-ghah,n/v,"act, deed",aramid,,,,FALSE
dagghashi,DAG-ghah-shee,n/v,saw,,,,,FALSE
dagghit,DAG-ghit,n,dirt,dughit,,,,FALSE
dagghud,DAG-ghood,adj,"dangerous, risky",menanahot,,,,FALSE
dahi,DAH-hee,n,"boy, man, male",,Waray tedon dahi ja agik.,I have three brothers.,,FALSE
daho,DAH-ho,n/v,sell,,,,,FALSE
dah’bong,dah-BONG,v,catch an animal by roping it in,,,,,FALSE
dah’nei,dah-NEI,n,node,,,,,FALSE
dah’si,dah-SEE,v,"jump the fence, go over",,,,,FALSE
daki,,,male;,,,,,TRUE
dames,DAH-mes,n,fruit,bunga,,,,FALSE
daminta,da-MIN-tah,n,tool/s,,,,,FALSE
damon,DAH-mon,v,weed,edet,,,,FALSE
damot,DAH-mot,n,root/s,,,,,FALSE
damsis,DAM-sis,n/v,"bad deed, evil acts, waste, despair","cawas, ngasa",,,,FALSE
daneb,DAH-neb,n,"lard, animal fat, oil",,,,,FALSE
dangaja,dang-AH-jah,n,square cut basket made of bamboo strips,,,,,FALSE
dangan,DANG-an,n,absence,,,,,FALSE
dangka,DANG-kah,n,jackfruit,,,,,FALSE
dangkeng,DANG-keng,n,vat,kambang,,,,FALSE
danontan,dah-non-TAN,n,before,,,,,FALSE
dansa,DAN-sah,n/v,nail,,,,,FALSE
danshuk,DAN-shuk,n,"piece of metal, steel",,,,,FALSE
danti,DAN-tee,n,hail,,,,,FALSE
dapat,,,,,,,,TRUE
darag,DAH-rag,n,swelling,,,,,FALSE
darao,DAH-rah-oh,n,lateness,,,,,FALSE
daret,DAH-ret,n,a small bird,,,,,FALSE
dasin,DAH-sin,v,"separate from, be independent, to have more",,,,,FALSE
dason,DAH-son,n,"reason, cause","kafu, kafuan",,,,FALSE
dastog,DAH-stog,adj,"showy, bragging, boastful",butngag,,,,FALSE
data,DAH-tah,n,"can, tin",,,,,FALSE
datoc,DAH-tok,n,blessings shouted at a ceremonial dance,,,,,FALSE
davan,,,,,,,,TRUE
davi,DAH-vee,av,night time,calbian,,,,FALSE
dawit,DAH-wit,n,prayers of petition to the dead; prayers inviting/calling the dead,,,,,FALSE
daya,DAH-yah,n,ginger,,,,,FALSE
dayat,DAH-yat,n/v,"stance, stand",,,,,FALSE
debeng,deh-BENG,adj,deep (water),,,,,FALSE
dekna,DEK-nah,n,feeling,,,,,FALSE
deknan,,,,,,,,TRUE
deltang,del-TANG,v,"heat, warm",,,,,FALSE
demshang,dem-SHANG,v,to eat pieces of meat while waiting for the main meal/course; equivalent to hors d’oeuvre,,,,,FALSE
den,,,,,,,,TRUE
dibkan,,,,,,,,TRUE
digat,,,hardship;,,Ebadeg e digat nen nanang niman jen  ashe las tatang.,"The life of my mother was hard, when our father past away.",,TRUE
digga-o,dig-GAH-oh,n,flat basket used for winnowing rice,,,,,FALSE
diggat,dig-GAT,n,"suffering, hardship",,,,,FALSE
dihob,DEE-hob,v,gather about to eat/feast,,,,,FALSE
dih’ko,dee-HKO,v,leave stealthily,,,,,FALSE
dikmot,dik-MOT,n/v,"round, circle; go around","boknol, eboknol",,,,FALSE
dikshan,dik-SHAN,n,porch,,,,,FALSE
dilos,DEE-los,n,"watch, clock",,Nalbeng eh dilos ko.,My watch is wet.,,FALSE
dimao,DEE-mah-oh,v,went,,,,,FALSE
dimba-ot,dim-bah-OHT,n,"awareness, memory, consciousness",,,,,FALSE
din,,,,,,,,TRUE
dinadavi,,,every night,,,,,
dinavan,,,,,,,,TRUE
dingkam,,,,,,,,TRUE
diniknak,,,,,,,,TRUE
dining,DEE-ning,n,glitter,,,,,FALSE
dinis,DEE-nis,v,clean,,,,,FALSE
dinoman,dee-NOH-man,v,"altered, changed, repaired",,,,,FALSE
dinomingko,dee-noh-MEENG-koh,,every week,,,,,FALSE
dinowan,dee-noh-WAN,n,bee/s,,,,,FALSE
dinteg,dee-TENG,n,"law, rule/s",,,,,FALSE
dinuwan,dee-NOO-wan,n,"honey, bee/s",,,,,FALSE
diteng,dee-TENG,n,well-being,caradcad,,,,FALSE
divag,dee-VAG,n,"state of sustained surprise, state of limbo",,,,,FALSE
divang,dee-VANG,v,make the rounds to check the animals that are out on the ranch or on the pastureland,,,,,FALSE
divet,DEE-vet,n,native wrap around skirt layered in different colors and print,,,,,FALSE
diwdiwa,,,,,,,,TRUE
diyang,DEE-yang,n,"cave, deep crevice under boulders",usok,,,,FALSE
diyao,DEE-yow,n,house blessing ceremony,,,,,FALSE
diyap,DEE-yap,v,dig and level the ground or land on which a house will be built,,,,,FALSE
diyek,DEE-yek,n,termites,,,,,FALSE
do-ongan,doh-ONG-an,av,"under, underneath",,Sikami jen pamilja ket kami ka mengan shi do-ongan ni baley mi.,We as a family we eat under the house.,,FALSE
doggias,doh-GEE-as,n,beans,,,,,FALSE
dohingaw,doh-heen-GAW,n,hole,dungog,,,,FALSE
doho,DOH-ho,n,fraud,dohodoho,,,,FALSE
dohodoho,doh-ho-DOH-ho,n,"foolishness, fraud",doho,,,,FALSE
doh’sohan,doh-SOH-han,n,"door, entrance",,,,,FALSE
dokto,DOHK-toh,n,"camote, yam, sweet potato",,,,,FALSE
domingko,doh-MING-koh,n,Sunday,,,,,FALSE
dongon,DON-gon,n,coffin,,,,,FALSE
dubong,,,,,,,,TRUE
dufa/dupa,DOO-fah / DOO-pah,n,face,,,,,FALSE
dufos,DOO-fos,n/v,skin shed by reptiles,,,,,FALSE
dugad,,,,,,,,TRUE
dugan,,,,,,,,TRUE
dughan,DOO-ghan,n/v,ride,,,,,FALSE
dughit,DOO-ghit,n,dirt,dagghit,,,,FALSE
dukod,,,,,,,,TRUE
dukto,,,,,,,,TRUE
dungba,DOONG-bah,n/v,race,,,,,FALSE
dungog,DOONG-gog,n,hole,dohingaw,,,,FALSE
dunis,DOO-nis,n,Monday,,,,,FALSE
dupa,,,,,,,,TRUE
duto,DOO-toh,v,cook,,Nandutos nanang ko ni sira.,My mom cooked a viand.,,FALSE
duvilbil,doo-VIL-bil,n,handgun,,,,,FALSE
duvong,DOO-vong,n,world,,Inpanbalen ton duvong e too bengat.,She/He made the person his world.,,FALSE
e-ahan,eh-AH-han,v,"to give, will give",,,,,FALSE
ebah’deg,eh-bah-DEG,adj,big,,,,,FALSE
ebah’kol,eh-bah-KOL,n,old woman,,,,,FALSE
ebakolan,,,,,,,,TRUE
eban-ag,eh-BAH-nahg,adj,"crazed, crazy, stupified","bagtit, ban-ag, man-emtang, man-engngao",,,,FALSE
ebavadeg,eh-bah-VAH-deg,adj,"huge, very big",,,,,FALSE
ebbagbag,eb-BAG-bag,v,demolished; idiom has reached the age of puberty,,,,,FALSE
ebbayag,eb-BYAHg,n/av,"lengthy, taking a long time",,,,,FALSE
ebiag,eh-BEE-ahg,adj,alive,"ebiyag, manjasjas",,,,FALSE
ebiteg,eh-BEE-teg,adj,poor,,,,,FALSE
ebiyag,eh-BEE-yahg,adj,"alive, live","ebiag, manjasjas",,,,FALSE
eboknol,eh-BOHK-nol,adj,"round, rotund, swollen","boknol, dikmot",,,,FALSE
ebos,EH-bos,v,"finish, to be gone",,,,,FALSE
ebshed,eb-SHED,n,drizzle,,,,,FALSE
ebuwey,eh-BOO-wey,v,broken,ekespak,,,,FALSE
edafuan,eh-dah-FOO-ahn,n,"roots, where one has come from",,,,,FALSE
edahai,eh-dah-HAI,n,old man,,,,,FALSE
edang,EH-dang,n,temporary separation between husband and wife for one reason or another,,,,,FALSE
edarao,eh-dah-RAH-oh,av,"late, tardy",,,,,FALSE
edavi,eh-DAH-vee,av,night,,"edavi an ak ja inmakad. | Edavi ma, asan ta mwan may tuloy nu kabasan.","I just got home in the evening. | It's already night, let's continue again tomorrow.",,FALSE
eddeng,uh-DUHNG,n,nose,,,,,FALSE
edefit,eh-DEH-fit,adj,"narrow, tight",,,,,FALSE
edehmo,,,,,,,,TRUE
edeng,EH-deng,n,nose,,,,,FALSE
edet,EH-det,n,"grass, weed",damon,,,,FALSE
edigat,,,,,,,,TRUE
edighao,eh-dee-GHAO,v,lost,"na-atiw, na-avak",,,,FALSE
edjeng,ed-JENG,v,"keep still, stay put",,,,,FALSE
edjengjeng,ed-JENG-jeng,v,fallen fast asleep,,,,,FALSE
edowem,eh-DOH-wem,adj,ripe,birel,,,,FALSE
eg-ma-asas,eg-ma-AH-sas,v,cannot be seen,,,,,FALSE
eg-maha-asas,eg-mah-AH-ah-sas,v,cannot see,,,,,FALSE
egjo,,,,,,,,TRUE
egka,EG-kah,v,don’t,,,,,FALSE
egkita,,,,,,,,TRUE
egmaydeko,,,,,,,,TRUE
egmenemnem,,,,,,,,TRUE
egmet,,,,,,,,TRUE
egmetungkal,,,,,,,,TRUE
egmo,UHG-moh,cont,don't,,,,,FALSE
egmogga,eg-MOG-gah,v,please don’t,,,,,FALSE
egmu,,,,,,,,TRUE
egnak,EG-nak,v,I can’t; I shall not,,,,,FALSE
Egnak amta etan,EG-nak AM-tah EH-tan,n,I don’t know that,,,,,FALSE
egsesmeken,,,,,,,,TRUE
egsha,EG-shah,v,they can’t; they won’t,,,,,FALSE
egto,,,,,,,,TRUE
eguagua,eg-WAH-gwah,av,"morning, dawn, daylight","agsafa, na-akow",,,,FALSE
eguatan,eg-WAH-tahn,v,"understand, know",amta,,,,FALSE
ekad,EH-kad,v,walk,ahad,,,,FALSE
ekadvaan,,,,,,,,TRUE
ekak,,,Innak;,,,,,TRUE
ekal,EH-kahl,v,"remove, leave",,,,,FALSE
ekanin,eh-KAH-nin,v,wait,itak'ked,,,,FALSE
ekdog,ek-DOG,n,egg,,,,,FALSE
ekebtot,ehk-eb-TOT,v,"frightened, scared",,,,,FALSE
ekespak,ek-es-PAK,v,"split, snapped, broke, broken","belsig, betac, ebuwey",,,,FALSE
ekkes,ek-KES,n,stomach,,,,,FALSE
ekket,ek-KET,v,"be quiet, be silent",,,,,FALSE
ekkulang,ek-koo-LAHNG,adj,"insufficient, missing, not enough",,,,,FALSE
ekuven,Uh-kooh-ven,v,"to smell, to sniff",,,,,FALSE
emabalenga,uhm-bah-luh-NGAH,adj,red,,,,,FALSE
emafil,eh-MAH-feel,v,"became different, be on one’s own, moved out of",,,,,FALSE
emag-an,eh-MAG-ahn,adj,"dry, barren",emmag-an,,,,FALSE
emalsua,eh-MAL-soo-ah,n,creator (God the Creator),,,,,FALSE
eman,EH-man,poss,possession,,Eman uwab i nganga tep emanjokow.,The baby yawns because she is sleepy.,,FALSE
embah’deg,em-bah-DEG,v,to grow,,,,,FALSE
embaliw,em-BAH-leew,v,"to cross, go across, go over to the other side",,,,,FALSE
embanao,em-bah-NAH-oh,adj,"wide, expansive, great",,,,,FALSE
embasa,em-BAH-sah,adj,"wet, soaked","naktel, nalbeng",,,,FALSE
embel-at,em-bel-AHT,adj,heavy,,Inun an kos loloang kon engigshi ni embel-at ja bag.,I saw my grandmother carrying a heavy bag.,,FALSE
embengis,em-BENG-is,v,will grow,,,,,FALSE
embulow,em-BOO-low,v,will bark,,,,,FALSE
embunget,em-BOON-get,v,will be angry,,,,,FALSE
emdeng,,adj,happy,,,,,TRUE
emin,EH-min,,all,,,,,FALSE
emmag-an,em-MAG-ahn,adj,dry,emag-an,,,,FALSE
emo,,,emo;,,,,,TRUE
emot,EH-mot,v,hide,,,,,FALSE
empedo,em-PEH-do,v,cause a strange or weird phenomenon,,,,,FALSE
emputi,em-POO-tee,adj,white,,,,,FALSE
en-afil,ehn-ah-FEEL,v,"to separate from, segregate",,,,,FALSE
en-ahad,ehn-a-had,v,will go home,,,,,FALSE
en-ahan,en-AH-han,v,"gave, given",,,,,FALSE
en-amis,en-AH-mis,adj,sweet,kentoman,,,,FALSE
en-arague,en-ah-RAH-gue,v,to go far,,,,,FALSE
en-asimogal,en-ah-see-MO-gal,v,"be uneasy, swallow uncomfortably",,,,,FALSE
en-atong,en-ah-TONG,adj,hot,"man-a-atong, masedang",,,,FALSE
en-esek,,,,,,,,TRUE
enad,,,,,,,,TRUE
enan,,,,,,,,TRUE
enasneng,en-as-NENG,v,"disagree, refuse, dislike",asneng,,,,FALSE
endao,en-DAH-oh,v,"to go, will go",,,,,FALSE
endayot,en-dah-YOT,adj,"hard, tough",,,,,FALSE
engngasem,eng-NGA-sem,v,"harvested, picked",inesim,,,,FALSE
engngavak,uhng-NGAH-vak,v,won,,,,,FALSE
enkagah’tel,uhng-khah-GAH-tuhl,adj,"funny, hilarious",,,,,FALSE
enoges,,,,,,,,TRUE
ensakit,uhn-sah-KEET,adj,"hurting, aching",,Ensakit eh sedik.,My foot is hurting.,,TRUE
ensalangat,,,,,,,,TRUE
ensemek,,,insemek;,,,,,TRUE
ensemsemek,,,,,,,,TRUE
enshanag,UHN-sha-nag,,will worry,,,,,FALSE
entafi,,,,,,,,TRUE
entahot,en-tah-HOT,adj,afraid,,,,,FALSE
enten-ugh,en-ten-UHG,v,to stay,,,,,FALSE
entuling,,,,,,,,TRUE
epahan,,,,,,,,TRUE
epalit,eh-pah-LEET,adj,"expensive, pricey",,,,,FALSE
epigghot,eh-pig-GHOT,adj,thin,ma-ingpis,,,,FALSE
epiten,uh-PI-tehn,v,"to harvest, to reap",man-enni,,,,FALSE
epoyen,eh-poh-yen,v,"to start the fire, build a fire",,,,,FALSE
epudno,,,,,,,,TRUE
era,,,,,"Baknang numan era huta barkadak. | Eg in uli ni kaaruba mi huta binudod ton batiya. | Nu gwaray too ja ka unsharasharal sun sikam ja ayshi kabul, na apal era sun sikam","My friends were rich. | Our neighbor did not return  our tub that they borrowed. | When someone badmouths you for no reason, they are jealous of you.",,TRUE
esahitan,,,,,,,,TRUE
esama,,,,,,,,TRUE
esel,EH-sel,n,"speech, utterance",,"Say emausal ma ja almas niman ja tempo ket aliwena paltog, nu di ket Esel nen Apo.","In this present time, the weapon used is not a gun, but the Word of God.",,FALSE
esenan,eh-SEH-nan,v,put salt,,,,,FALSE
eshahel,eh-SHA-hel,adj,"many, numerous, much",,,,,FALSE
eshum,,,,,,,,TRUE
eskweda,,,education,,,,,
eso,,,,,,,,TRUE
et/djet,ET / DJET,conj,"and, then, so",jet,,,,FALSE
etak,eh-TAHK,n,"bolo, big knife",,,,,FALSE
etpok,et-POHK,v,"scatter, cause dust to rise",bulak,,,,FALSE
etuling,eh-TOO-ling,adj,"black, dark",,,,,FALSE
etuwang,eh-TOO-wang,v,fell,betangen,Naytuhi numan nay mulaan to isunga etuwang ni powek.,"It was planted on a shallow ground, that's is why it fell during the storrm.",,FALSE
fay,,,,,,,,TRUE
gafut,gah-FOOT,conj,"since, because","ngarud, un-ata",,,,FALSE
gajem,,,,,,,,TRUE
ganjo,,,,,,,,TRUE
gathering,,,gathering;,,,,,TRUE
gayam,,,,,,,,TRUE
gha,GHAH,,please,,,,,FALSE
guara,GWAH-rah,av,phrase there is/was/were,,,,,FALSE
guasay,gwa-SAY,n,ax,,,,,FALSE
guatek,gwa-TEK,v,give a forceful blow with a sharp object as an ax,,,,,FALSE
guayguay,gwa-EE-gway,v,"to greet, notice",,,,,FALSE
guwapo,,,,,,,,TRUE
guwingi,goo-WIN-gee,v,look back,,,,,FALSE
habang,,,Ibaloi;,,,,,TRUE
het,,,,,,,,TRUE
hota,,,Hota;,,,,,TRUE
huta,,,who;,,Huta asok ket ayop ja shili. | Kinamkam to huta kaykayot chi kwadto. | Baknang numan era huta barkadak. | Eg in uli ni kaaruba mi huta binudod ton batiya. | Bfadeg huta en an kon kadasan.,My dog is too tamed. | She picked up all the rags from the room. | My friends were rich. | Our neighbor did not return  our tub that they borrowed. | I saw a big wood.,,TRUE
i-ayag,ee-AH-yahg,v,to offer,ayag,,,,FALSE
i-uli,ee-OO-lee,v,to return,,,,,FALSE
ianakad,ee-ah-nah-KAD,v,have all gone home,,,,,FALSE
ibaeg,EE-bah-eg,v,"reveal, tell on, make known",,,,,FALSE
ibaggha,ee-BAH-ghah,v,"to ask, inquire",mansheguat,,,,FALSE
ibah'jat,ee-bah-JAHT,v,to hang,,,,,FALSE
ibaliwan,ee-bah-LEE-wahn,v,"take the side of, fight for someone, protect",,,,,FALSE
ibansha-an,ee-bahn-shah-AHN,v,"to warn, to give notice",,,,,FALSE
ibatbat,ee-baht-BAHT,v,to arrange in rows,,,,,FALSE
ibih'lag,ee-bee-HLAG,v,to dry under the sun,,,,,FALSE
ibjag,EE-bjag,v,"cease, let go, stop",cubsil,,,,FALSE
ibulak,ee-BOO-lahk,v,"to scatter, will scatter",igualak,,,,FALSE
ibulos,ee-BOO-los,v,to set free,,,,,FALSE
icogtal,ee-kog-TAL,v,"to kick, will kick",,,,,FALSE
idekjas,ee-dek-JAHS,v,leave behind,,,,,FALSE
idi,,,,,,,,TRUE
idowem,ee-DOH-wem,v,let the fruit ripen,,,,,FALSE
ifit,ee-FEET,n,"clip, clasp, thongs",,,,,FALSE
iful,EE-fool,v,scrub and wash,,,,,FALSE
igghang,eeg-GANG,v,"moan, groan",,,,,FALSE
igghem,EE-guhm,v,"to seek vengeance, to spite",,,,,FALSE
igodot,,,,,,,,TRUE
igualak,ee-gwah-LAK,v,to scatter,ibulak,,,,FALSE
ihot,ee-HOT,n,selfishness,,,,,FALSE
ihul,EE-hool,n,tail,,,,,FALSE
ikadmang,ee-kad-MANG,v,"look across, look over, see from afar",,,,,FALSE
ikafu,ee-KAH-foo,v,"to start, to begin",ishuggui,,,,FALSE
ikayad,ee-KAH-yad,v,drag,,,,,FALSE
ikedot,ee-keh-DOT,v,"broil, cook over the fire or coal",,,,,FALSE
ikelkel,ee-kel-KEL,v,to launder by hand,,,,,FALSE
ikilang,ee-kee-LANG,v,to dry roast on a frying pan (as in coffee),,,,,FALSE
ikuh'pit,ee-kooh-PEET,v,"to tuck, to fix",,,,,FALSE
ikulkul,ee-kool-KOOL,v,wash one’s hair,,,,,FALSE
ikuwan,ee-KOO-wahn,v,"to tell, to say",maykuwan,Ikuwan ko sun manang ko.,I will tell my sister.,,FALSE
ilic,EE-leek,n,rice that has yet to be husked,,,,,FALSE
ilot,EE-lot,v,to massage,,Piyan kon man pa ilot,I want  to have a massage,,FALSE
ima,,,the;,,,,,TRUE
imahad,ee-mah-HAD,v,went home,,Imahad ak tep naagangak.,I went home because I was hungry.,,FALSE
imdeng,eem-DENG,n,"happiness, joy",,,,,FALSE
immeket,eem-meh-KET,v,"became silent, became quiet",,,,,FALSE
imok,EE-mok,n,mosquito/s,,,,,FALSE
imon,EE-mon,n,jealousy,afal,,,,FALSE
imoran,ee-mo-RAN,v,rained,,,,,FALSE
imota,ee-MOH-tah,v,vomited,,,,"imperative form, stress on 2nd syllable",FALSE
impah'din,im-pah-DEEN,v,put blame on someone else; have an excuse for; passed responsibility to someone else,,,,,FALSE
importante,,,,,,,,TRUE
importanti,,,,,,,,TRUE
in-olai,in-oh-LAI,v,always,,,,inflected form of olai; stress on second,FALSE
ina,EE-nah,n,mother,,,,,FALSE
ina-akow,ee-nah-AH-kow,av,every day,,,,,FALSE
inad,,,,,,,,TRUE
inam,,,,,,,,TRUE
inamtaan,,,,,,,,TRUE
indeg,IN-deg,v,"prevented, did not permit",,,,,FALSE
ineppo,ee-NEP-poh,n,in-law,,,,,FALSE
ineppoy,ee-NEP-poy,n,cooked rice,,,,,FALSE
ineshem,ee-NEH-shem,v,"courted, wooed",,,,,FALSE
inesim,ee-NEH-seem,v,"harvested, picked",engngasem,,,,FALSE
inges,,,like,,,,,TRUE
ingkato,,,,,,,,TRUE
ingkatod,,,,,,,,TRUE
inmap-apilak,,,,,,,,TRUE
inmotan,,,,,,,,TRUE
inshuman,in-shoo-MAN,v,added,,,,,FALSE
insulto,in-SOOL-toh,n,insult,,,,,FALSE
intorturom,,,,,,,,TRUE
inusil,ee-noo-SEEL,v,run after,"osil, usil",,,past participle form of osil,FALSE
ipagghod,ee-pag-GHOD,v,"to tie, rein in",kalut,,,,FALSE
ipaghal,ee-pag-HAL,v,forbid,,,,,FALSE
ipah'sas,ee-pah-SAS,v,"show, to reveal",,,,,FALSE
ipahat,ee-pah-HAT,v,try one’s utmost,,,,,FALSE
ipapati,,,,,,,,TRUE
iparas,ee-pah-RAS,v,"to try, to attempt",,,,,FALSE
ipasas,,,,,,,,TRUE
ipasdong,ee-pahs-DONG,n,"stranger, from a faraway place, migrant",,,,,FALSE
ipasnek,ee-pahs-NEK,v,"keep in mind; do wholeheartedly, be dedicated; put one’s heart and mind to",,,,,FALSE
ipavodod,ee-pah-voh-DOD,v,lend,,,,,FALSE
ipiyal,ee-pee-YAHL,v,entrust,,,,,FALSE
ipokdai,ee-pok-DYE,v,leave objects around,,,,,FALSE
ira,,,,,,,,TRUE
iray,,,Iray;,,,,,TRUE
isakpal,ee-sak-PAL,v,"put on top of, lay",,,,,FALSE
iscueda,ees-KWEH-dah,n,"student, pupil",,,,,FALSE
isedad,ee-seh-DAD,v,boil (meat),,,,,FALSE
isem,EE-sehm,n,smile,ngih’shit,,,,FALSE
isengdit,ee-seng-DEET,v,fry,"isengdiw, kilog",,,,FALSE
isengdiw,ee-seng-DEEW,v,fry,"isengdit, kilog",,,,FALSE
ishal'sheng,,,,,,,,TRUE
ishuggui,ee-SHOOG-gwee,v,"to start, to begin",ikafu,,,,FALSE
ishuh'dog,ee-shoo-DOG,v,"push, let something go through a hole or narrow opening, thread a needle",,,,,FALSE
ishuhey,ee-SHOO-hay,v,lengthen,,,,,FALSE
isingpet,ee-sing-PET,v,"arrange, fix, take care of, keep",amag,,,,FALSE
ispital,ees-pee-TAL,n,hospital,,,,,FALSE
istayan,ees-TAH-yan,,almost,,,,,FALSE
istoria,ees-TOH-ree-yah,n,"story, tale, narrative",,,,,FALSE
isu-ol,ee-SOO-ol,v,to dry over a fireplace,,Isu ol ko ja keyew tep embasa,I will dry this wood because it's still wet.,,FALSE
isunga,,,,,Eshakel e basura shi kalsara isunga dinisan tayo asay maksayan. | Naytuhi numan nay mulaan to isunga etuwang ni powek.,"We have so much waste in the street, so let us clean to reduce/lessen the waste. | It was planted on a shallow ground, that's is why it fell during the storrm.",,TRUE
itak'ked,ee-TAK-ked,v,wait,ekanin,,,,FALSE
itaron,ee-tah-RON,v,"like, compare to, used to",arig,,,,FALSE
iteneng,ee-teh-NENG,v,"listen, hear",,,,,FALSE
itenengan,,,,,,,,TRUE
itil,EE-teel,n,"hard work, labor",ubda,,,,FALSE
itungpal,ee-toong-PAL,v,"achieve, make good, comply",,,,,FALSE
ivadoi,,,,,,,,TRUE
ivong,ee-VONG,v,"throw, discard",balengbeng,,,,FALSE
iyan,ee-YAN,v,"stay, put",,,,,FALSE
iyas,EE-yahs,n,stick poles for climbers as in beans; reed used as climbers,,,,,FALSE
iyay,ee-YAY,pro,this,,,,,FALSE
jabjab,JAB-jab,v,fan,,,,,FALSE
jadjaran,jad-jah-RAN,n,a kind of bird,,,,,FALSE
jah’keng,JAH-kehng,v,"hop and skip, step over",,,,,FALSE
jah’pas,jah-PAS,v,"go over the rim, jump a fence",,,,,FALSE
jah’tok,JAH-tok,v,jump,,,,,FALSE
jakjak,JAK-jak,n,sieve,,,,,FALSE
jamjam,JAM-jam,n/v,"advice, advise, reprimand, pep-talk","bilin, cowanen",,,,FALSE
jasjas,JAS-jas,n,breath,,,,,FALSE
jegjeg,JUHG-juhg,n,earthquake,,mapkes e jegjeg,the earthquake is strong,,FALSE
